engine,dataset,task,start,end,walltime,duration,level,type
real,ilmn-803,chr21_chr21,2069.89,2115.11,45.2218,43.1,7,chr21
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_1,1058.93,1069.64,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_10,1058.93,1069.64,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_11,1058.93,1069.64,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_12,1058.93,1069.64,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_13,1058.93,1080.34,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_14,1283.81,1294.52,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_15,1508.7,1515.05,6.34357,2.1,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_16,1508.7,1513.05,4.34357,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_17,1497.99,1513.05,15.0525,4.44357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_18,1069.64,1080.34,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_19,1069.64,1080.34,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_2,1069.64,1080.34,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_20,1069.64,1091.05,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_21,1069.64,1091.05,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_22,1497.99,1513.05,15.0525,6.56536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_23,1497.99,1508.7,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_24,1497.99,1508.7,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_25,1497.99,1508.7,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_26,1080.34,1091.05,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_27,1080.34,1091.05,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_28,1080.34,1091.05,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_29,1080.34,1091.05,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_3,1080.34,1101.76,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_30,1487.28,1508.7,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_4,1487.28,1508.7,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_5,1487.28,1497.99,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_6,1487.28,1497.99,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_7,1487.28,1497.99,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_8,1476.57,1497.99,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_9,1091.05,1101.76,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_1,1091.05,1101.76,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_10,1091.05,1101.76,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_11,1091.05,1101.76,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_12,1091.05,1112.47,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_13,1476.57,1487.28,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_14,1476.57,1487.28,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_15,1476.57,1487.28,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_16,1476.57,1487.28,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_17,1465.87,1487.28,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_18,1101.76,1112.47,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_19,1101.76,1112.47,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_2,1101.76,1112.47,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_20,1101.76,1112.47,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_21,1101.76,1123.18,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_22,1465.87,1476.57,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_23,1465.87,1476.57,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_24,1465.87,1476.57,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_25,1465.87,1476.57,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_26,1455.16,1476.57,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_27,1112.47,1123.18,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_28,1112.47,1123.18,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_29,1112.47,1123.18,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_3,1112.47,1133.89,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_30,1112.47,1133.89,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_31,1455.16,1476.57,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_32,1455.16,1465.87,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_33,1455.16,1465.87,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_34,1455.16,1465.87,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_4,1123.18,1133.89,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_5,1123.18,1133.89,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_6,1123.18,1133.89,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_7,1123.18,1133.89,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_8,1123.18,1144.6,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_9,1444.45,1465.87,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_1,1444.45,1455.16,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_10,1444.45,1455.16,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_11,1444.45,1455.16,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_12,1444.45,1455.16,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_13,1433.74,1455.16,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_14,1133.89,1144.6,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_15,1133.89,1144.6,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_16,1133.89,1144.6,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_17,1133.89,1155.31,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_18,1133.89,1155.31,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_19,1433.74,1444.45,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_2,1433.74,1444.45,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_20,1433.74,1444.45,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_21,1433.74,1444.45,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_22,1144.6,1155.31,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_23,1144.6,1155.31,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_24,1144.6,1155.31,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_25,1144.6,1155.31,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_26,1144.6,1166.02,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_27,1423.03,1444.45,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_28,1423.03,1444.45,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_29,1423.03,1433.74,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_3,1423.03,1433.74,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_30,1423.03,1433.74,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_31,1412.32,1433.74,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_32,1155.31,1166.02,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_33,1155.31,1166.02,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_34,1155.31,1166.02,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_35,1155.31,1166.02,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_4,1155.31,1176.72,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_5,1412.32,1423.03,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_6,1412.32,1423.03,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_7,1412.32,1423.03,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_8,1412.32,1423.03,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_9,1401.61,1423.03,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_1,1166.02,1176.72,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_10,1166.02,1176.72,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_11,1166.02,1176.72,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_12,1166.02,1176.72,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_13,1166.02,1187.43,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_14,1401.61,1423.03,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_15,1401.61,1412.32,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_16,1401.61,1412.32,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_17,1401.61,1412.32,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_18,1390.9,1412.32,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_19,1176.72,1187.43,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_2,1176.72,1187.43,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_20,1176.72,1187.43,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_21,1176.72,1187.43,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_22,1176.72,1198.14,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_23,1390.9,1401.61,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_24,1390.9,1401.61,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_25,1390.9,1401.61,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_26,1390.9,1401.61,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_27,1380.19,1401.61,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_28,1187.43,1198.14,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_29,1187.43,1198.14,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_3,1187.43,1198.14,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_30,1187.43,1208.85,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_31,1187.43,1208.85,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_32,1380.19,1401.61,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_33,1380.19,1390.9,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_34,1380.19,1390.9,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_35,1380.19,1390.9,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_36,1198.14,1208.85,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_37,1198.14,1208.85,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_38,1198.14,1208.85,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_4,1198.14,1208.85,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_5,1198.14,1219.56,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_6,1369.49,1390.9,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_7,1369.49,1380.19,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_8,1369.49,1380.19,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_5_sequence_9,1369.49,1380.19,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_1,1369.49,1380.19,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_10,1358.78,1380.19,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_11,1208.85,1219.56,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_12,1208.85,1219.56,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_13,1208.85,1219.56,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_14,1208.85,1219.56,10.7089,2.22179,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_15,1208.85,1230.27,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_16,1358.78,1380.19,21.4179,12.9307,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_17,1358.78,1369.49,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_18,1358.78,1369.49,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_19,1358.78,1369.49,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_2,1348.07,1369.49,21.4179,10.8089,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_20,1219.56,1230.27,10.7089,8.58714,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_21,1219.56,1230.27,10.7089,6.46536,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_22,1219.56,1230.27,10.7089,4.34357,3,fast2bfq
real,ilmn-803,fast2bfq_fast2bfq_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_6_sequence_23,1219.56,1230.27,10.7089,2.22179,3,fast2bfq
