engine,dataset,task,start,end,walltime,duration,level,type
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_29,143.927,186.747,42.8199,36.4569,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_3,143.927,197.452,53.5249,45.0409,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_30,143.927,186.747,42.8199,32.215,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_31,250.977,283.092,32.115,29.994,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_32,240.272,261.682,21.41,10.805,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_33,240.272,272.387,32.115,23.631,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_34,240.272,250.977,10.705,4.34199,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_4,240.272,272.387,32.115,27.873,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_5,240.272,261.682,21.41,19.289,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_6,154.632,186.747,32.115,29.994,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_7,154.632,186.747,32.115,27.873,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_8,154.632,186.747,32.115,25.752,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_9,154.632,186.747,32.115,23.631,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_1,154.632,197.452,42.8199,32.215,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_10,229.567,283.092,53.5249,42.9199,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_11,229.567,272.387,42.8199,34.3359,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_12,229.567,272.387,42.8199,36.4569,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_13,165.337,208.157,42.8199,40.6989,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_14,165.337,208.157,42.8199,38.5779,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_15,165.337,208.157,42.8199,36.4569,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_16,165.337,208.157,42.8199,34.3359,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_17,165.337,218.862,53.5249,42.9199,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_18,229.567,272.387,42.8199,38.5779,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_19,229.567,272.387,42.8199,40.6989,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_2,218.862,261.682,42.8199,32.215,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_20,218.862,272.387,53.5249,45.0409,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_21,176.042,218.862,42.8199,40.6989,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_22,176.042,218.862,42.8199,38.5779,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_23,176.042,229.567,53.5249,47.1619,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_24,176.042,229.567,53.5249,45.0409,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_25,176.042,229.567,53.5249,42.9199,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_26,218.862,272.387,53.5249,47.1619,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_27,218.862,272.387,53.5249,49.2829,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_28,218.862,261.682,42.8199,40.6989,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_29,208.157,261.682,53.5249,42.9199,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_3,208.157,240.272,32.115,23.631,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_30,208.157,240.272,32.115,25.752,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_31,186.747,218.862,32.115,29.994,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_32,186.747,218.862,32.115,27.873,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_33,186.747,229.567,42.8199,36.4569,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_34,186.747,229.567,42.8199,34.3359,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_35,186.747,208.157,21.41,10.805,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_4,208.157,240.272,32.115,27.873,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_5,197.452,240.272,42.8199,32.215,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_6,197.452,229.567,32.115,29.994,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_7,197.452,229.567,32.115,27.873,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_8,208.157,261.682,53.5249,51.4039,1,filterContams
real,ilmn-405,filterContams_filterContams_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_9,197.452,240.272,42.8199,34.3359,1,filterContams
real,ilmn-405,mapMerge_mapMerge_080603_ILMN-GA001_0003_205WWAAXX_TAQ1,1073.71,1092.14,18.4226,16.3,6,mapMerge
real,ilmn-405,mapMerge_mapMerge_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence,1061.01,1069.01,8.00534,5.87211,5,mapMerge
real,ilmn-405,mapMerge_mapMerge_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence,1061.01,1071.61,10.6053,6.3373,5,mapMerge
real,ilmn-405,mapMerge_mapMerge_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence,1061.01,1073.71,12.7053,6.3,5,mapMerge
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_1,770.608,846.588,75.9796,72.8541,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_10,770.608,835.877,65.2687,60.0211,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_11,770.608,835.877,65.2687,57.8989,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_12,770.608,857.299,86.6906,77.1985,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_13,770.608,835.877,65.2687,53.6545,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_14,782.323,846.588,64.2654,62.1432,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_15,782.323,846.588,64.2654,60.0211,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_16,782.323,835.877,53.5545,47.188,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_17,782.323,835.877,53.5545,45.0658,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_18,782.323,835.877,53.5545,42.9436,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_19,793.034,835.877,42.8436,40.7214,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_2,793.034,868.01,74.9763,70.732,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_20,793.034,857.299,64.2654,57.8989,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_21,793.034,857.299,64.2654,55.7767,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_22,793.034,868.01,74.9763,64.3654,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_23,803.745,868.01,64.2654,62.1432,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_24,803.745,857.299,53.5545,49.3101,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_25,803.745,868.01,64.2654,57.8989,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_26,803.745,857.299,53.5545,45.0658,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_27,803.745,857.299,53.5545,42.9436,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_28,814.455,878.721,64.2654,62.1432,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_29,814.455,857.299,42.8436,38.5992,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_3,814.455,878.721,64.2654,57.8989,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_30,814.455,868.01,53.5545,45.0658,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_4,814.455,878.721,64.2654,53.6545,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_5,825.166,878.721,53.5545,51.4323,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_6,825.166,878.721,53.5545,49.3101,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_7,825.166,889.433,64.2664,57.8998,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_8,825.166,878.721,53.5545,45.0658,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_9,825.166,889.433,64.2664,53.6555,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_1,835.877,900.144,64.2664,62.1442,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_10,835.877,900.144,64.2664,60.022,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_11,835.877,889.433,53.5555,47.1889,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_12,835.877,889.433,53.5555,45.0667,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_13,835.877,900.144,64.2664,53.6555,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_14,846.588,889.433,42.8446,40.7224,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_15,846.588,910.854,64.2664,60.022,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_16,846.588,910.854,64.2664,57.8998,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_17,846.588,910.854,64.2664,55.7776,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_18,846.588,921.565,74.9773,64.3664,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_19,857.299,921.565,64.2664,62.1442,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_2,857.299,921.565,64.2664,60.022,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_20,857.299,921.565,64.2664,57.8998,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_21,857.299,932.276,74.9773,66.4885,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_22,857.299,932.276,74.9773,64.3664,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_23,868.01,932.276,64.2664,62.1442,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_24,868.01,942.987,74.9773,70.7329,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_25,868.01,953.698,85.6882,79.3216,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_26,868.01,964.409,96.3991,87.9104,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_27,868.01,953.698,85.6882,75.0773,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_28,878.721,964.409,85.6882,83.566,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_29,878.721,953.698,74.9773,70.7329,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_3,878.721,953.698,74.9773,68.6107,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_30,878.721,964.409,85.6882,77.1985,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_31,878.721,964.409,85.6882,75.0763,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_32,889.433,953.698,64.2654,62.1432,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_33,889.433,964.409,74.9763,70.732,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_34,889.433,942.987,53.5545,47.188,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_4,889.433,964.409,74.9763,66.4876,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_5,889.433,964.409,74.9763,64.3654,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_6,900.144,964.409,64.2654,62.1432,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_7,900.144,964.409,64.2654,60.0211,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_8,900.144,964.409,64.2654,57.8989,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_2_sequence_9,900.144,975.12,74.9763,66.4876,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_1,900.144,993.109,92.965,82.3541,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_10,910.854,992.809,81.9541,79.832,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_11,910.854,983.709,72.8541,68.6098,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_12,910.854,984.209,73.3541,66.9876,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_13,910.854,983.709,72.8541,64.3654,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_14,910.854,975.12,64.2654,53.6545,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_15,921.565,983.709,62.1432,60.0211,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_16,921.565,983.709,62.1432,57.8989,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_17,921.565,989.409,67.8432,61.4767,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_18,921.565,983.709,62.1432,53.6545,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_19,921.565,992.109,70.5432,59.9323,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_2,932.276,1014.91,82.6323,80.5101,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_20,932.276,1003.51,71.2323,66.988,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_21,932.276,992.609,60.3323,53.9658,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_22,932.276,999.809,67.5323,59.0436,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_23,932.276,997.509,65.2323,54.6214,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_24,942.987,1009.31,66.3214,64.1992,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_25,942.987,1008.91,65.9214,61.6771,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_26,942.987,1004.31,61.3214,54.9549,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_27,942.987,1004.41,61.4214,52.9327,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_28,942.987,1008.11,65.1214,54.5105,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_29,953.698,1011.21,57.5105,55.3883,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_3,953.698,1039.71,86.0105,81.7662,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_30,953.698,1016.01,62.3105,55.944,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_31,953.698,1018.11,64.4105,55.9218,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_32,953.698,1016.51,62.8105,52.1996,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_33,964.409,1028.51,64.0996,61.9774,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_34,964.409,1024.11,59.6996,55.4553,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_35,964.409,1015.81,51.3996,45.0331,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_4,964.409,1042.01,77.5996,69.1109,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_5,964.409,1052.41,87.9996,77.3887,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_6,975.12,1048.91,73.7887,71.6665,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_7,975.12,1049.81,74.6887,70.4444,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_8,975.12,1061.01,85.8887,79.5222,4,map
real,ilmn-405,map_map_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_3_sequence_9,975.12,1055.31,80.1887,71.7,4,map
real,ilmn-405,pileup_pileup,1115.26,1145.58,30.3255,27.2,8,pileup
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_1,318.676,340.113,21.4367,19.2961,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_10,318.676,340.113,21.4367,17.1743,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_11,318.676,350.822,32.1456,25.7614,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_12,318.676,350.822,32.1456,23.6396,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_13,318.676,350.822,32.1456,21.5179,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_14,329.404,361.531,32.1268,30.005,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_15,329.404,361.531,32.1268,27.8832,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_16,329.404,350.822,21.4179,15.0525,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_17,329.404,340.113,10.7089,2.22179,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_18,329.404,350.822,21.4179,10.8089,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_19,340.113,350.822,10.7089,8.58714,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_2,340.113,361.531,21.4179,17.1743,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_20,340.113,361.531,21.4179,15.0525,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_21,340.113,372.24,32.1268,23.6396,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_22,340.113,372.24,32.1268,21.5179,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_23,350.822,372.24,21.4179,19.2961,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_24,350.822,382.948,32.1268,27.8832,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_25,350.822,382.948,32.1268,25.7614,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_26,350.822,361.531,10.7089,2.22179,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_27,350.822,372.24,21.4179,10.8089,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_28,361.531,382.948,21.4179,19.2961,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_29,361.531,372.24,10.7089,6.46536,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_3,361.531,372.24,10.7089,4.34357,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_30,361.531,382.948,21.4179,12.9307,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_4,361.531,382.948,21.4179,10.8089,2,sol2sanger
real,ilmn-405,sol2sanger_sol2sanger_080603_ILMN-GA001_0003_205WWAAXX_TAQ1_s_1_sequence_5,372.24,382.948,10.7089,8.58714,2,sol2sanger
